subregion,region,FIPS,geometry
Refugio,Texas,48391,"list(list(c(-97.2605540261365, -97.263155780409, -97.2803831619188, -97.2850905949822, -97.296084603643, -97.3097413917348, -97.3047822946479, -97.3113818184476, -97.3202014561612, -97.3182788010417, -97.3323933296259, -97.340442382253, -97.3708229129833, -97.3825341485701, -97.396305319981, -97.3909951987228, -97.3964654980709, -97.4219936998395, -97.4213223194884, -97.445065198646, -97.4431349801366, -97.4691285375914, -97.4691590501707, -97.496319908046, -97.508107450983, -97.5160573506786, -97.531476563996, 
-97.3759421363561, -97.1560453340424, -97.1137856708335, -97.0822608406762, -97.0782705309307, -97.0602344883653, -97.0600360788943, -97.0471424161074, -97.0264742102983, -97.0228350801362, -96.953306962062, -96.9228801703245, -96.9124352326777, -96.9126030259614, -96.8998767938299, -96.8452871993913, -96.8361547170834, -96.8145783864631, -96.7885994377474, -96.7593631028362, -96.7756219560247, -96.8537565381903, -96.7884933948787, -96.7865329228104, -97.117578814405, -97.1251625113458, -97.1006565586874, 
-97.0887927602044, -97.0595031707406, -97.0238354161376, -97.1321047188663, -97.1356830828903, -97.1682608819531, -97.1573276394305, -97.2605540261365, 28.0650175766606, 28.0803348396283, 28.0895201102524, 28.1034431193028, 28.0982018456131, 28.1063687006258, 28.1163666212164, 28.1358550418314, 28.1342376161122, 28.1134865238401, 28.1235014879596, 28.1135817396645, 28.1313591764651, 28.1192250645043, 28.1241628701311, 28.1125323970418, 28.1020842993485, 28.1100660585283, 28.1321331806183, 28.1313243123465, 
28.1441602654335, 28.1544402590188, 28.1705414207114, 28.1592234813919, 28.1443199772871, 28.1546249404194, 28.1563642610434, 28.3821316007139, 28.5387785201006, 28.5472984714462, 28.5299003956264, 28.5403618069578, 28.5375696210364, 28.5430797576908, 28.5266371555744, 28.525145717279, 28.5107972416527, 28.4996471992251, 28.4817681228992, 28.4842265871986, 28.4938851395269, 28.5017908503769, 28.4657180399895, 28.4470570852965, 28.4289454088335, 28.4465344343426, 28.4111923717355, 28.3919115817106, 
28.4052778009453, 28.3527530119104, 28.313142400062, 28.2697051274287, 28.2441532512141, 28.2209532265858, 28.2206289332989, 28.2018861282236, 28.2000836584755, 28.1307169617882, 28.1620990718169, 28.1597494478043, 28.1166719542249, 28.0650175766606)))"
Pasco,Florida,12101,"list(list(c(-82.1060144879421, -82.6467479007789, -82.7791441060095, -82.6734759359048, -82.2533032666252, -82.2507478251639, -82.0545290433504, -82.0555362692891, -82.0524540325508, -82.1051968129836, -82.1060144879421, 28.1729574056984, 28.172707192188, 28.1730274447598, 28.4285106175305, 28.4360257777272, 28.475487245746, 28.4744083230168, 28.3102711093723, 28.2591126000735, 28.2575820497284, 28.1729574056984)))"
Polk,Florida,12105,"list(list(c(-81.563412710619, -82.0574111092803, -82.0607713264941, -82.1060144879421, -82.1051968129836, -82.0524540325508, -82.0555362692891, -82.0313353906189, -81.9950492511972, -81.9802710092597, -81.9571230994951, -81.9533844537731, -81.8577638843329, -81.8570313752153, -81.7913413666188, -81.7874808777961, -81.659114301577, -81.659793556142, -81.5643100601901, -81.5180450640643, -81.516122719769, -81.4522864151156, -81.4503793530119, -81.3456867047738, -81.3486470984113, -81.3791959404657, 
-81.4126285579832, -81.4285361797844, -81.4361885688816, -81.4584439468508, -81.4608091638792, -81.4367151051384, -81.416969943704, -81.3862609753637, -81.3086074973124, -81.2972700278701, -81.2708946228406, -81.2405442420613, -81.2133219445952, -81.1936987816736, -81.175029279314, -81.1685594728291, -81.1532622062205, -81.1490126172576, -81.1334941474007, -81.1371868947437, -81.563412710619, 27.6444448765884, 27.6418713037134, 28.1687468251773, 28.1729574056984, 28.2575820497284, 28.2591126000735, 
28.3102711093723, 28.3205268586672, 28.3230221038346, 28.3055173634977, 28.3029102734091, 28.342802647428, 28.3418860267542, 28.3588778552967, 28.3589184696636, 28.3408451799939, 28.3436666870017, 28.260421739954, 28.2583220704317, 28.1875789404166, 28.1405604545373, 28.137693670799, 28.0805397764084, 28.0811060463634, 28.05221633228, 28.0174922400593, 28.0399620867518, 28.0414936731777, 28.0537576060612, 28.0518427215476, 28.045487609206, 28.0321384335003, 28.0032944105797, 27.9993462693223, 27.8922250995196, 
27.8613746543476, 27.8437397822636, 27.8439075755473, 27.8229981183266, 27.7839598375059, 27.7670708917857, 27.732705387126, 27.7205560965818, 27.6830492467748, 27.665355473498, 27.643381546875, 27.6444448765884)))"
Osceola,Florida,12097,"list(list(c(-81.1371868947437, -81.1334941474007, -81.1490126172576, -81.1532622062205, -81.1685594728291, -81.175029279314, -81.1936987816736, -81.2133219445952, -81.2405442420613, -81.2708946228406, -81.2972700278701, -81.3086074973124, -81.3862609753637, -81.416969943704, -81.4367151051384, -81.4608091638792, -81.4584439468508, -81.4361885688816, -81.4285361797844, -81.4126285579832, -81.3791959404657, -81.3486470984113, -81.3456867047738, -81.4503793530119, -81.4522864151156, -81.516122719769, 
-81.5180450640643, -81.5643100601901, -81.659793556142, -81.659114301577, -80.8720335655398, -80.8654111443547, -80.860323728662, -80.8716689169062, -80.8708918045107, -80.8753554477645, -80.8667187819181, -80.86681063048, -81.1371868947437, 27.643381546875, 27.665355473498, 27.6830492467748, 27.7205560965818, 27.732705387126, 27.7670708917857, 27.7839598375059, 27.8229981183266, 27.8439075755473, 27.8437397822636, 27.8613746543476, 27.8922250995196, 27.9993462693223, 28.0032944105797, 28.0321384335003, 
28.045487609206, 28.0518427215476, 28.0537576060612, 28.0414936731777, 28.0399620867518, 28.0174922400593, 28.05221633228, 28.0811060463634, 28.0805397764084, 28.137693670799, 28.1405604545373, 28.1875789404166, 28.2583220704317, 28.260421739954, 28.3436666870017, 28.3409757261733, 28.3296426600743, 28.0831425149576, 28.0831768610358, 27.8233384708657, 27.7318214548012, 27.7300610499331, 27.6434020612746, 27.643381546875)))"
Calhoun,Texas,48057,"list(list(c(-96.8998767938299, -96.9082997162096, -96.9034318460361, -96.9275487503584, -96.861735448148, -96.7248982380288, -96.6575743818326, -96.6652343861236, -96.660091954541, -96.6467707012126, -96.6602677256468, -96.606960073968, -96.6105998257787, -96.566958393426, -96.4868327230048, -96.563449550423, -96.5187554081849, -96.4767541435247, -96.3909755645164, -96.6615679552326, -96.7026224492681, -96.7040715636632, -96.7410292906521, -96.7873555191525, -96.8241380966842, -96.7885994377474, 
-96.8145783864631, -96.8361547170834, -96.8452871993913, -96.8998767938299, 28.5017908503769, 28.5263967848314, 28.5460208284216, 28.5811854621936, 28.6220166290151, 28.6592851802406, 28.6948884906185, 28.7112072810807, 28.7229943059772, 28.7144133812773, 28.6793479004367, 28.6239087197514, 28.559217337623, 28.574374577913, 28.5065001483857, 28.469906707402, 28.4611065480072, 28.4997330385184, 28.4343391418113, 28.3065470723895, 28.3404796506916, 28.3961667655098, 28.4037387029337, 28.4777853765434, 
28.4499199319277, 28.4465344343426, 28.4289454088335, 28.4470570852965, 28.4657180399895, 28.5017908503769)), list(c(-96.4325088832884, -96.4036459518934, -96.4190354296921, -96.3756462830115, -96.4914559227, -96.4374077840815, -96.4546349583752, -96.4835209425678, -96.5121470776985, -96.5119865887844, -96.5706506745326, -96.5708105417983, -96.559190636733, -96.4325088832884, 28.6975195141733, 28.7197637542741, 28.6389373306114, 28.6103621188514, 28.557220499119, 28.5972653842299, 28.6562061553528, 
28.5983300090443, 28.6084558856124, 28.649815298224, 28.636540668531, 28.692113244618, 28.7009687307269, 28.6975195141733)), list(c(-96.3920264612604, -96.324764096459, -96.3264047821919, -96.3644078110885, -96.3920264612604, 28.6705234967514, 28.6706773029445, 28.6343609617678, 28.6182543606512, 28.6705234967514)), list(c(-96.3981329660168, -96.8348893516162, -96.804104283142, -96.7391691112041, -96.5323911638367, -96.4633051414351, -96.4228066083508, -96.3981329660168, 28.3461287257798, 28.0666156794731, 
28.1724500369362, 28.1838232511657, 28.318528517846, 28.3261156338535, 28.3917207356294, 28.3461287257798)), list(c(-96.8039517720499, -96.7935982685326, -96.7781943374069, -96.8039517720499, 28.211734024316, 28.2716568964184, 28.2296357908111, 28.211734024316)))"
Webb,Texas,48479,"list(list(c(-98.9583735016777, -99.3354669678446, -99.3714251876967, -99.4655901672369, -99.5439078766818, -99.4908131914091, -99.527061410274, -99.549507012676, -99.7148179504419, -99.8160554246618, -99.8750630229956, -99.9421891431733, -99.9936435053414, -100.097262514862, -100.21441615855, -100.110729130325, -99.3926327771643, -99.3902286553022, -98.8070452512157, -98.8081149010219, -98.8088253416187, -98.9583735016777, 27.2710046830865, 27.2712896053034, 27.3083863225301, 27.2701865418917, 27.3189538803383, 
27.4910514580944, 27.5045797721684, 27.6129196319988, 27.6618491170889, 27.7803948389242, 27.7979720531123, 27.9871619074433, 28.0037396144946, 28.1545554712025, 28.2022063289913, 28.2032846818762, 28.2039133238947, 28.0360366874677, 28.0609994481459, 27.3611416913445, 27.2735703817475, 27.2710046830865)))"
Pinellas,Florida,12103,"list(list(c(-82.7791441060095, -82.6467479007789, -82.6455652663626, -82.6506846969516, -82.698338973807, -82.6727188716725, -82.7006660112584, -82.6447412195074, -82.7254850157271, -82.5642645249149, -82.6236530901547, -82.6446191173864, -82.6783265553332, -82.7938385808152, -82.7281628701335, -82.741003330172, -82.8442855616324, -82.7791441060095, 28.1730274447598, 28.172707192188, 28.0288470638549, 28.0071632398527, 28.0461689359326, 28.0105142877516, 27.9753535392825, 27.966583944271, 27.9405627752631, 
27.8784619577348, 27.8485270453517, 27.7157250590803, 27.7055878374276, 27.8296539531172, 27.7177732353874, 27.6858682671887, 27.8506413236132, 28.1730274447598)))"
Hillsborough,Florida,12057,"list(list(c(-82.0574111092803, -82.5524998275594, -82.4043795422394, -82.3988177051536, -82.4609984563148, -82.4831317321631, -82.510598130263, -82.5389953433435, -82.6455652663626, -82.6467479007789, -82.1060144879421, -82.0607713264941, -82.0574111092803, 27.6418713037134, 27.6440140741965, 27.791627871423, 27.9062193909283, 27.9401552328849, 27.8219475324069, 27.8312320595705, 27.9357281114789, 28.0288470638549, 28.172707192188, 28.1729574056984, 28.1687468251773, 27.6418713037134)))"
San Patricio,Texas,48409,"list(list(c(-97.4998059572717, -97.5093198727219, -97.5437823545434, -97.592840054631, -97.6143858208681, -97.6434389248919, -97.6536091457177, -97.6682730561401, -97.7157055599027, -97.7574160484895, -97.7674488331986, -97.771248400471, -97.7844856276474, -97.7953424074078, -97.8065424925375, -97.8219008361086, -97.8197569777406, -97.8066800322622, -97.8047116341758, -97.8024915202618, -97.8114791066713, -97.8257768661431, -97.8481465756273, -97.8707528741597, -97.8979903502094, -97.8972199205349, 
-97.8132265605295, -97.5572337914229, -97.531476563996, -97.5160573506786, -97.508107450983, -97.496319908046, -97.4691590501707, -97.4691285375914, -97.4431349801366, -97.445065198646, -97.4213223194884, -97.4219936998395, -97.3964654980709, -97.3909951987228, -97.396305319981, -97.3825341485701, -97.3708229129833, -97.340442382253, -97.3323933296259, -97.3182788010417, -97.3202014561612, -97.3113818184476, -97.3047822946479, -97.3097413917348, -97.296084603643, -97.2850905949822, -97.2803831619188, 
-97.263155780409, -97.2605540261365, -97.2415031942426, -97.270563758048, -97.2364829683891, -97.1363681913118, -97.1148913244472, -97.1957326158691, -97.2472927618857, -97.2136086357567, -97.283754309785, -97.3613155248421, -97.345888851743, -97.4796260045343, -97.4969526425837, -97.5219696938951, -97.4998059572717, 27.843544532839, 27.8396917628182, 27.8561473677485, 27.8660209586445, 27.8858410287199, 27.8947744799082, 27.917554736405, 27.9266236551564, 27.922591435943, 27.940050277901, 27.9301363834624, 
27.9421826357722, 27.9475210938399, 27.9454460312364, 27.9300296153371, 27.9528977314847, 27.9763227410563, 27.984337033173, 28.0008634542252, 28.0270464072482, 28.0378129443719, 28.0427088923347, 28.0339603297632, 28.0357970419813, 28.0588826314865, 28.1108536353399, 28.1698777073581, 28.121535421055, 28.1563642610434, 28.1546249404194, 28.1443199772871, 28.1592234813919, 28.1705414207114, 28.1544402590188, 28.1441602654335, 28.1313243123465, 28.1321331806183, 28.1100660585283, 28.1020842993485, 
28.1125323970418, 28.1241628701311, 28.1192250645043, 28.1313591764651, 28.1135817396645, 28.1235014879596, 28.1134865238401, 28.1342376161122, 28.1358550418314, 28.1163666212164, 28.1063687006258, 28.0982018456131, 28.1034431193028, 28.0895201102524, 28.0803348396283, 28.0650175766606, 28.0489470311553, 28.0262275407968, 28.0408144704167, 27.8974974038289, 27.9156868899591, 27.8125254137146, 27.8226244039862, 27.8314148760256, 27.8714478462075, 27.840257773753, 27.8734803776947, 27.8532641103257, 
27.8757695981973, 27.8639272465867, 27.843544532839)))"
Aransas,Texas,48007,"list(list(c(-96.7935982685326, -96.8039517720499, -96.9511713405363, -96.9129859614209, -96.975571198522, -96.9413372243184, -96.9753722710106, -97.0338830686061, -97.0238354161376, -97.0595031707406, -97.0887927602044, -97.1006565586874, -97.1251625113458, -97.117578814405, -96.7865329228104, -96.7935982685326, 28.2716568964184, 28.211734024316, 28.1146461572628, 28.2570826069842, 28.2110370527694, 28.187059138685, 28.1153365496963, 28.1376877133345, 28.2000836584755, 28.2018861282236, 28.2206289332989, 
28.2209532265858, 28.2441532512141, 28.2697051274287, 28.313142400062, 28.2716568964184)), list(c(-96.9402302756038, -96.872686304044, -96.8376894635557, -96.8540700044329, -97.0498723335734, -97.0246956222124, -96.9496523942961, -96.9732659187672, -96.9402302756038, 28.0462270082608, 28.131695332877, 28.1021327879294, 28.0496963247817, 27.8412581097545, 27.9146816843779, 27.9848227996507, 28.0011489980905, 28.0462270082608)), list(c(-97.1148913244472, -97.1363681913118, -97.2364829683891, -97.1233456918788, 
-97.0266730342017, -97.0240708654969, -97.1148913244472, 27.9156868899591, 27.8974974038289, 28.0408144704167, 28.054559998828, 28.108041297647, 28.0205325155257, 27.9156868899591)))"
Duval,Texas,48131,"list(list(c(-98.5347843041933, -98.537576697331, -98.5605570728321, -98.5607859430783, -98.5981023612363, -98.5968358560802, -98.6371812564239, -98.6374558696369, -98.8081149010219, -98.8070452512157, -98.3393678115385, -98.2389398790428, -98.2389166190291, -98.5347843041933, 27.2733380406307, 27.3489774294329, 27.3492939521138, 27.3658893243425, 27.3645483767818, 27.3484012649063, 27.3489294070883, 27.3636823168505, 27.3611416913445, 28.0609994481459, 28.0616285564008, 28.0609330353673, 27.2669560937966, 
27.2733380406307)))"
Jim Wells,Texas,48249,"list(list(c(-98.2389166190291, -98.2389398790428, -97.8979903502094, -97.8707528741597, -97.8481465756273, -97.8257768661431, -97.8114791066713, -97.8024915202618, -97.8047116341758, -97.939303812638, -97.9482682426419, -98.0626352434403, -98.0624145064283, -98.2389166190291, 27.2669560937966, 28.0609330353673, 28.0588826314865, 28.0357970419813, 28.0339603297632, 28.0427088923347, 28.0378129443719, 28.0270464072482, 28.0008634542252, 27.8848239082096, 27.6409620910173, 27.638053242399, 27.2638529800305, 
27.2669560937966)))"
Indian River,Florida,12061,"list(list(c(-80.6779871343159, -80.7768506884287, -80.7746454940781, -80.86681063048, -80.8667187819181, -80.8753554477645, -80.8708918045107, -80.509357940608, -80.4818532075189, -80.4013770827709, -80.3573778917219, -80.6779871343159, 27.5616332703306, 27.5628752721761, 27.6397822022151, 27.6434020612746, 27.7300610499331, 27.7318214548012, 27.8233384708657, 27.825708712886, 27.8457216494002, 27.7035855594995, 27.5556622331374, 27.5616332703306)))"
Nueces,Texas,48355,"list(list(c(-97.3317271296788, -97.8386467508759, -97.8756501172236, -97.8796404269691, -97.9482682426419, -97.939303812638, -97.8047116341758, -97.8066800322622, -97.8197569777406, -97.8219008361086, -97.8065424925375, -97.7953424074078, -97.7844856276474, -97.771248400471, -97.7674488331986, -97.7574160484895, -97.7157055599027, -97.6682730561401, -97.6536091457177, -97.6434389248919, -97.6143858208681, -97.592840054631, -97.5437823545434, -97.5093198727219, -97.4998059572717, -97.4800835896146, 
-97.388812124697, -97.3968304057247, -97.3180633480417, -97.3497791796924, -97.3202834101516, -97.3536318461051, -97.3994852591376, -97.3477722912047, -97.309480143964, -97.2500614287733, -97.3317271296788, 27.5626365073583, 27.5572423599482, 27.5930037244504, 27.6179604240559, 27.6409620910173, 27.8848239082096, 28.0008634542252, 27.984337033173, 27.9763227410563, 27.9528977314847, 27.9300296153371, 27.9454460312364, 27.9475210938399, 27.9421826357722, 27.9301363834624, 27.940050277901, 27.922591435943, 
27.9266236551564, 27.917554736405, 27.8947744799082, 27.8858410287199, 27.8660209586445, 27.8561473677485, 27.8396917628182, 27.843544532839, 27.8205851379738, 27.8317301554096, 27.7711460565478, 27.7125347591158, 27.7156375102536, 27.6909444414048, 27.6411127371639, 27.6334982686237, 27.6317519544543, 27.7081729107994, 27.6891429041294, 27.5626365073583)), list(c(-97.2239827572817, -97.2489390424549, -97.2589494996231, -97.2038488065313, -97.1704476858698, -97.0755605580198, -97.1133036860506, -97.0538319235236, 
-97.2239827572817, 27.5743234986547, 27.5814491442788, 27.6520617281145, 27.6123791086513, 27.7077710668656, 27.8115793165424, 27.8195211866119, 27.8307777381446, 27.5743234986547)))"
Hardee,Florida,12049,"list(list(c(-82.0559844778383, -82.0574111092803, -81.563412710619, -81.5610629829984, -81.8476826110428, -81.8494678818498, -82.0559844778383, 27.3338839081114, 27.6418713037134, 27.6444448765884, 27.3395833367259, 27.3416173705302, 27.335685756211, 27.3338839081114)))"
Highlands,Florida,12055,"list(list(c(-80.9499277251583, -81.1657527817766, -81.1712082651694, -81.2667075095493, -81.26946980454, -81.3296975434145, -81.3296898764167, -81.3402644795743, -81.5634747718583, -81.5610629829984, -81.563412710619, -81.1371868947437, -81.1544984578176, -81.1931421472699, -81.2087522584726, -81.201237201884, -81.1669805893152, -81.1471132739558, -81.1410936445736, -81.1251478949993, -81.1191968541653, -81.0629899894195, -81.0363934329457, -81.0417722981642, -81.0276347685865, -80.9956364495087, 
-80.9904559937613, -80.9499277251583, 27.2101656565466, 27.2119089142776, 27.1239721789865, 27.1209455279825, 27.0337984934685, 27.0311342117204, 27.0417539361964, 27.033863559342, 27.0309461630573, 27.3395833367259, 27.6444448765884, 27.643381546875, 27.5754036646809, 27.5613102203407, 27.5361242360567, 27.492012578438, 27.4707793459708, 27.4487467253712, 27.416210576756, 27.4077080833718, 27.3940825331157, 27.3829653862532, 27.3633872928459, 27.3387012693464, 27.3058025442593, 27.2924401585236, 
27.2548379892841, 27.2101656565466)))"
Manatee,Florida,12081,"list(list(c(-82.0559084295084, -82.2507822748501, -82.251766085363, -82.5655623197108, -82.6859253790535, -82.6388891243886, -82.6658290380358, -82.6817060954537, -82.4882670147881, -82.5141997024966, -82.4271770494813, -82.5755716371901, -82.6387670740717, -82.5696053659685, -82.554262304589, -82.626376739332, -82.5400408006634, -82.5524998275594, -82.0574111092803, -82.0559844778383, -82.0559084295084, 27.2084158715067, 27.2090877180941, 27.38529698246, 27.3866814454139, 27.4738446427882, 27.5034592507954, 
27.4935870068045, 27.5244293705463, 27.4780670346304, 27.5119896147529, 27.5228592419151, 27.512324786888, 27.5366381321278, 27.5527131327804, 27.5822396221166, 27.555194080033, 27.6081060524586, 27.6440140741965, 27.6418713037134, 27.3338839081114, 27.2084158715067)))"
Okeechobee,Florida,12093,"list(list(c(-80.680474142641, -80.6831597158493, -80.8868620055915, -80.8624546878242, -80.9075683391736, -80.9499277251583, -80.9904559937613, -80.9956364495087, -81.0276347685865, -81.0417722981642, -81.0363934329457, -81.0629899894195, -81.1191968541653, -81.1251478949993, -81.1410936445736, -81.1471132739558, -81.1669805893152, -81.201237201884, -81.2087522584726, -81.1931421472699, -81.1544984578176, -81.1371868947437, -80.86681063048, -80.7746454940781, -80.7768506884287, -80.6779871343159, 
-80.6724021926285, -80.6775215714135, -80.680474142641, 27.2083004521068, 27.133168691087, 26.9585248411847, 27.1472482519447, 27.1907819836994, 27.2101656565466, 27.2548379892841, 27.2924401585236, 27.3058025442593, 27.3387012693464, 27.3633872928459, 27.3829653862532, 27.3940825331157, 27.4077080833718, 27.416210576756, 27.4487467253712, 27.4707793459708, 27.492012578438, 27.5361242360567, 27.5613102203407, 27.5754036646809, 27.643381546875, 27.6434020612746, 27.6397822022151, 27.5628752721761, 
27.5616332703306, 27.2974795000676, 27.2972525465709, 27.2083004521068)))"
Kleberg,Texas,48273,"list(list(c(-97.7850177587405, -97.820167317537, -97.8262480756858, -97.8401568386254, -97.8858200272251, -97.9301480703165, -97.9568593209336, -97.9675407440205, -97.9849744092154, -97.984867589286, -98.0624145064283, -98.0626352434403, -97.9482682426419, -97.8796404269691, -97.8756501172236, -97.8386467508759, -97.3317271296788, -97.4125283765783, -97.5007031514306, -97.5078084898714, -97.5286505500367, -97.6003827227727, -97.7503494594703, -97.6802791603194, -97.7850177587405, 27.2880402860423, 
27.2775558737174, 27.2592363594482, 27.2539893873141, 27.2438521138574, 27.2465775243721, 27.2388015308368, 27.2187177782007, 27.2149031877569, 27.2628580834531, 27.2638529800305, 27.638053242399, 27.6409620910173, 27.6179604240559, 27.5930037244504, 27.5572423599482, 27.5626365073583, 27.3213449993865, 27.3199879407695, 27.4395317192285, 27.3444203834959, 27.3004551240927, 27.4199829469076, 27.2946930643945, 27.2880402860423)), list(c(-97.2489390424549, -97.2239827572817, -97.3593801777328, -97.3763559470231, 
-97.3357695024839, -97.2489390424549, 27.5814491442788, 27.5743234986547, 27.2840404961576, 27.2849654054777, 27.4411382660995, 27.5814491442788)))"
St. Lucie,Florida,12111,"list(list(c(-80.680474142641, -80.6775215714135, -80.6724021926285, -80.6779871343159, -80.3573778917219, -80.2396381889361, -80.2889711238853, -80.2896348372386, -80.3267908700904, -80.2904204973006, -80.2906798801261, -80.680474142641, 27.2083004521068, 27.2972525465709, 27.2974795000676, 27.5616332703306, 27.5556622331374, 27.2646476539954, 27.2653207956838, 27.2413386336681, 27.2482620363223, 27.2128534055246, 27.2035382103697, 27.2083004521068)))"
Sarasota,Florida,12115,"list(list(c(-82.2574596601211, -82.2821793044422, -82.2575818140461, -82.2584824272716, -82.355431304087, -82.3981717605859, -82.3686686348715, -82.3800366686971, -82.5069299380347, -82.5311307649009, -82.5144833814166, -82.5699574780245, -82.532740264602, -82.5655623197108, -82.251766085363, -82.2507822748501, -82.0559084295084, -82.0548336511022, -82.256902507677, -82.2574596601211, 27.0044089740126, 27.02455737809, 26.9979070490233, 26.9508909979337, 26.9488960243751, 26.9985155910745, 26.9479385821183, 
26.947295849401, 27.236991549503, 27.2602772580126, 27.2104536870059, 27.2742802006959, 27.3318018519625, 27.3866814454139, 27.38529698246, 27.2090877180941, 27.2084158715067, 27.0316365554908, 27.0334700558585, 27.0044089740126)))"
Jim Hogg,Texas,48247,"list(list(c(-98.4379757127167, -98.9601324560326, -98.9583735016777, -98.8088253416187, -98.8081149010219, -98.6374558696369, -98.6371812564239, -98.5968358560802, -98.5981023612363, -98.5607859430783, -98.5605570728321, -98.537576697331, -98.5347843041933, -98.5434820988063, -98.5410406262318, -98.5067378562638, -98.5093557733966, -98.4849181502663, -98.4843620339029, -98.4355401458027, -98.4379757127167, 26.7879826279087, 26.7889445253129, 27.2710046830865, 27.2735703817475, 27.3611416913445, 27.3636823168505, 
27.3489294070883, 27.3484012649063, 27.3645483767818, 27.3658893243425, 27.3492939521138, 27.3489774294329, 27.2733380406307, 27.2720754207776, 27.2655887261758, 27.2425143781471, 27.1507866232502, 27.1495163363992, 27.0650993229593, 27.06253595548, 26.7879826279087)))"
DeSoto,Florida,12027,"list(list(c(-81.5634747718583, -81.979194158692, -81.9928511021959, -82.0548336511022, -82.0559084295084, -82.0559844778383, -81.8494678818498, -81.8476826110428, -81.5610629829984, -81.5634747718583, 27.0309461630573, 27.031680174492, 27.0316764446012, 27.0316365554908, 27.2084158715067, 27.3338839081114, 27.335685756211, 27.3416173705302, 27.3395833367259, 27.0309461630573)))"
Zapata,Texas,48505,"list(list(c(-99.1661284732288, -99.2858369885333, -99.3908350215838, -99.3930326007406, -99.4553814042058, -99.4374750271511, -99.4655901672369, -99.3714251876967, -99.3354669678446, -98.9583735016777, -98.9601324560326, -99.012623727854, -99.1661284732288, 26.5802207146163, 26.8576787464827, 26.946943737345, 26.9958615665262, 27.028958183044, 27.1995024684816, 27.2701865418917, 27.3083863225301, 27.2712896053034, 27.2710046830865, 26.7889445253129, 26.6804882618059, 26.5802207146163)))"
Brooks,Texas,48047,"list(list(c(-98.3415671520327, -98.4379757127167, -98.4355401458027, -98.4843620339029, -98.4849181502663, -98.5093557733966, -98.5067378562638, -98.5410406262318, -98.5434820988063, -98.5347843041933, -98.2389166190291, -98.0624145064283, -97.984867589286, -97.9849744092154, -97.9909028634882, -98.3415671520327, 26.7874202432566, 26.7879826279087, 27.06253595548, 27.0650993229593, 27.1495163363992, 27.1507866232502, 27.2425143781471, 27.2655887261758, 27.2720754207776, 27.2733380406307, 27.2669560937966, 
27.2638529800305, 27.2628580834531, 27.2149031877569, 26.7868079713145, 26.7874202432566)))"
Martin,Florida,12085,"list(list(c(-80.2396381889361, -80.1900907852637, -80.2239895355281, -80.2896348372386, -80.2889711238853, -80.2396381889361, 27.2646476539954, 27.1856845698272, 27.2150660596569, 27.2413386336681, 27.2653207956838, 27.2646476539954)), list(c(-80.2904204973006, -80.2212732943284, -80.1479671594624, -80.0903631915771, -80.1146101240383, -80.1389485942372, -80.1415273993203, -80.8868620055915, -80.6831597158493, -80.680474142641, -80.2906798801261, -80.2904204973006, 27.2128534055246, 27.2028422749039, 
27.1090693483342, 26.97404367367, 26.9738375453971, 26.9755501351367, 26.9585847784584, 26.9585248411847, 27.133168691087, 27.2083004521068, 27.2035382103697, 27.2128534055246)))"
Glades,Florida,12043,"list(list(c(-80.8868620055915, -80.9295348060149, -81.4255027424513, -81.4290123107109, -81.4554181765155, -81.4576460610354, -81.5617819194577, -81.5634747718583, -81.3402644795743, -81.3296898764167, -81.3296975434145, -81.26946980454, -81.2667075095493, -81.1712082651694, -81.1657527817766, -80.9499277251583, -80.9075683391736, -80.8624546878242, -80.8868620055915, 26.9585248411847, 26.7681869057318, 26.7716327550229, 26.7833205233798, 26.7834216966688, 26.7682626950415, 26.767162532656, 27.0309461630573, 
27.033863559342, 27.0417539361964, 27.0311342117204, 27.0337984934685, 27.1209455279825, 27.1239721789865, 27.2119089142776, 27.2101656565466, 27.1907819836994, 27.1472482519447, 26.9585248411847)))"
Kenedy,Texas,48261,"list(list(c(-97.9640322636458, -97.9917889715827, -97.9909028634882, -97.9849744092154, -97.9675407440205, -97.9568593209336, -97.9301480703165, -97.8858200272251, -97.8401568386254, -97.8262480756858, -97.820167317537, -97.7850177587405, -97.5484245663211, -97.4274812499327, -97.5037673085591, -97.4792602680159, -97.5688317833795, -97.5583173247117, -97.4958376642429, -97.4519579851129, -97.8666549156202, -97.9640322636458, 26.6130954544332, 26.6173295021842, 26.7868079713145, 27.2149031877569, 
27.2187177782007, 27.2388015308368, 27.2465775243721, 27.2438521138574, 27.2539893873141, 27.2592363594482, 27.2775558737174, 27.2880402860423, 27.2305300316644, 27.2654551235581, 27.0818686013484, 26.9968380208655, 26.9781886184732, 26.8463868645951, 26.7941173140625, 26.6013268717747, 26.5977499064598, 26.6130954544332)), list(c(-97.3593801777328, -97.3796431723454, -97.3763559470231, -97.3593801777328, 27.2840404961576, 27.2107772032322, 27.2849654054777, 27.2840404961576)), list(c(-97.2960923742489, 
-97.3013873687276, -97.3582822947251, -97.3815918848968, -97.3955703760735, -97.4011726203101, -97.3890503196703, -97.3787962281047, -97.3871874464123, -97.3815932318019, -97.3582832271978, -97.2960923742489, 26.6010124730594, 26.601365310372, 26.7069850436998, 26.8207110731182, 26.9223202413211, 27.1115540772816, 27.2019749716757, 27.2047730114536, 27.09757180441, 26.9493542311039, 26.8029999972922, 26.6010124730594)))"
